komentar,label
kukira batik yang ada di telaga kukira bapak baik ternyata bapak tega,1
ngakak aja ppkm tka china berbondong bondong indonesia darurat ya ,1
subscribe nya banyak nih pendapatan youtub bayar utang negara ini,1
maaf presiden langkah perut masyarakat ppkm disiplin ppkm rakyat pedagang g makan solusi rakyat makan,1
semoga allah melaknat orang orang mendzalimi rakyat,1
kerja perbanyak gaji dikitkan yaiyalah orang dikit makan orng kalo terlindungi covid makan anying napa dikitin gaji butuh keperluan dahlh indahnya negerikuuuuuuu,1
buzzer buzzer kasian nih akundiserang netizen,1
kayanya komen penuh cacian hujatan karna kriktik dengarkan,1
jgn smpai kyk brasil bnyk pasien dirs dicek mlh kosong,1
tanya gan kalau anda duduk pemerintahan menggantikan yg pemerintahan kira solusinya ya  cuma tanya yaa tentunya,0
indonesia hebat hebatnya anak sekolah terhambat  semoga aja sekolahan percepat,1
lapar blm makan sehari semalam gk krja perut badan lemas lapar aduh perantauan gk dapet uang pemerintah,1
bagus pa ide mengurangi populasi indonesia nya  bentar rakyat mati ko pa santai aja ,1
jangan samakan berdasi kasiani emang bapa memikirkan nasib makan seharihari aja susah dibikinin rakyatmu menderita,1
tanggung dunia akhirat lu jok nyusahin rakyat terus ingat padang mahsyar menunggumu jok danjokkkkkkkk,1
ini channel posting tenang presiden dislike banyak buzzernya kalah nih,1
maaf presiden next time kalo pidato jgn posisi lagi sepintas kucir kiri kanan rambut bapak ,1
biar nggak buruk sangka bukak yutube pegajian,1
full wfh no jalanjalan mall  prokes yuk sehat yuk,1
tetap dirumah mati kelaparan kasian rakyat klw ginimah gajih bln ga rakyat jdi korban,1
kalo berani rugi gak ppkm ppkm an spbu gak disuplay bahan bakar gak lama lumpuh kan,1
hampir thn sabar pak maling skrg,1
bendung tka indonesia yang darurat tka berbondongbondong indonesia sedangkan rakyat aja yg menjerit pengusaha dzolimi pengusaha aseng dilindungi,0
luar binassa rakyat miskin merasakan penjajahan gaya baru welcome neocolonialism,1
pak pres tanyaa covid  saya sih bosan gak tau lbih ngerti covid wkwkkw,1
rakyat mati pelan pelan pembodohan rakyat berjamaah wahai petinggi negeri kasihanilah rakyat sengsara,1
berita gak penting perut kosong gak kerja,1
orang gak covid covid  india gk indonesia hahahaha ,1
hentikan dana covid tidk bakaln covid,1
selagi covid biayai jgn harap covid hilang,1
yang usaha jkt bangkrut gara gara ppkm kontrakan sewa dj bayar ,1
ppkm ki opo to ra peduli ,1
pa tolong lapar pabansos jg ga turun kerja gaboleh ,1
di perpanjang terus gk adu pinalti pak ,1
jokowi gk mikir orang miskin kena dmpk yng bpk pikir,1
ppkm aja biar coronanya bingun ngk berkembang biak kayak pejabat ,1
kalo ppkm jgn transportasi udara laut ini lalan terus oon,1
kenapa gak pandemi ya ketat kaya gini aturannya ah iya lupa tinggal,1
sulit ya nyari pemimpin tulus memimpin,1
yang selamat orang kaya pakdeyang gak kerja kebijakanmu timbang senang ppkm lol ini gak data jatim liat,1
pak pak bojo ku wes setahun rumahkan gara kerjaanne tutup karyawan yg berhentikan pekerjaannya wes golek liyane yo angel enggo tuku susu n pempers anak kuwi yo ra murah,0
hancurkan dunia ya allah banyaknya orgzolim terimalah tobat orangmukmin ampunilah dosanya,1
dah bosan degeri pidato mu covad covid orang prlu makan gk butuh covid kau telan ja tu covid ya jokowi rakyat udah muak pidato mu,1
pertama psbb ganti ppkm coba ppkn gitu,1
jangan perpanjang terus kerja lokdown terus kerja keluarga saya mohon banget jokowi perpanjang,1
yang kaya kaya yang miskin miskin pulihlah negeriku,1
kami sekolah tatap muka daring rumhhh,1
hanya diam drumah rakyat makan apa pengangguran meraja lela gak tau tuh wna atur siasat selanjutnya negeriku  anak cucuku gmna nntinya,1
terkadang dunia kriminal itu lebih bermoral daripada pemimpin korup,1
mbok yo jd jowo seng njawani nek wis ora iso alon alon ae mundur yo rapopo isin,1
hayang emam teu gaduh bekel ,1
ini ko perhatikan kena plain demi ko orang susah ya yang mati banyaktapi sayang covid  kekurangan gizi asupan nutrisi  berpenghasilan ya allah  ampuni dosa mereka amiin,1
inget pa rakyat kandung negara ngasih makan tuh kerja plis la anak durhaka orng tuaklo ga kerja jamin kehidupan nya yg kek ngebunuh perlahan,0
banyak yg matitp coronatp mati klaparan,0
p ara p edagang k embali m engeluh,1
jalani ae kayapakah nya indonesia nih,1
woe sekretariat presiden wocoen iki keluhan rakyat miskin ojo ngutamakno keselamatan yg kaya tp yg miskin kelaparan cari duit susah cari bekal ya sebentar lengser,0
gak ngomong lock down takut kasih makan,1
lu mh mentingin sendiri gk ngerasain sperti rakyat lu kejam preman perlahan bikin mati rakyat satupersatu gegara lu joko,1
jika peristiwa bakar bakar jaman harto,1
saya udh mencoba berfikir positif mencoba memahami dr sudut pandang tapi tetep gabisa nggak adil kalo peraturan solusi,1
sebnernya dengn gua sangt berdampk  tolong dengn sangt coba pahami prturan den rakyat  coba deh yg namnya penykit ko dri intinya sih ekonomi jln prokes jln tolong oknum yg memanfatkn situasi tindak lansung ga gampng dengn praturan  tolong pa  kampung kya sya berdampk kerja kuli gini yg dpet,0
bila rakyat berani mengeluh itu gawat dan omongan penguasa tidak dibantah,1
kasian orang yg menengah peraturan enaknya gitu pikirkan,0
yang pegawai negeri bisa aja bilang wfh yg ttap digaji stiap blan lah kami pekerja pariwisata mau bagaimana,0
jqngan tonton entar duit mreka wkwkw,1
tolonglah makan buka saran jan pagi  jam sore sisanya take away kasihan jualan jaga jarak wajib pakai masker gpp  bangku,1
yang miskin sengsara  gnilah nasib kta rakyat yg slalu prlakukan adil  hancur negara,0
kata isun corona disembuhkan pijatanku disuruh sang rahasia tuk sembuhin corona  kerumahku mijat tp orang hebat empu abdulkholiq sufy,1
bantu subcribe gan biar gw bertahan manusia yg terbelenggu aturan,0
ppkm psbb dsb proyek biar anngaran cairr biar korupsi lagi ingat udh gagal lho dlm memilih mentri udh ada yg korupsi,0
perpanjang aja trus jalur ppkm solusi pedagang terdampak jalur jalannya tertutup pengalihan,1
bosman jadi persiden priode  setuju like,1
pak rakyat udh susah bikin susah deh,1
pak makan belum jangan telat makan pak lapar tu ga enak pak biar aja yg kelaparan,1
janji hukum mati yg korup bansos mana,0
kumaha bapa weh rek kukumahaan ge ah tos pasrah abdimah ,1
masyarakat butuh solusi ditengah pandemi penderitaan diperpanjang sektor berlomba lomba ajang bisnis dagelan pemetintah,1
rakyat butuh makan pak saya gk disiplin sampe kapanpun klo turun langsung ketempat saya biar bpk tau langsung saya,1
perjuanganku mudah melawan penjajah perjuangan sulit melawan bangsa sendiri soekarno,1
saya pedagang rakyat kecil buka jam jam udah di ubrak abirik klw kya gini trus dimana adilan adil beradab,1
nyuruh menutup tempat usaha dan diam di rumah ganti ruginya mana  elu mah enak gak ada masalah,1
kebijakan ya kayak gini ppkm perpanjang gunanya masyarakat butuh uang keperluan masingmasing pemeriksaan macet situ taat prokes,1
tanggung ppkm  tutup langsung    mematikan aktivitas   buka khusus petugas bansos rumah   enggak  karyawan gak gaji resto cafe ditutup take away aja sepi  ,1
rakyatmu pikiren adil klo jdi pemimpin,1
komentar baca isinya kecewa keputusan pemerintah hasil survey masyarakat puas kinerja presiden penanganan covid masyarakat ya puas ,1
bapak enak skl bikin peraturan ppkm sdngkn rakyat lg mikiri kebutuhan yg terhimpit matian menutupinya pak solusinya ga ,1
nyuruh masyarakatnya ppkm org bebas masuk indonesia hmm,1
kalo memang tegas buat satgas anti mafia covid pasti banyak yang tertangkap dan pasti pandemi akan berakhir,1
mending nonton chibi maruko chan aja deh,1
jng hancurkan negara ku paa memberkati,1
komen takut ringkus  ya allah semoga pertolongan rakyat indonesia semoga engkau limpahkan laknat orang yg mendzolimi rakyat amin,0
perpanjang trossss nyampe upin ipin gondrong,1
ppkm gk perduli uang byr uang sekolah makan sehari hari kebijakan aj,1
makin kesini ancur negara gak emang,1
pak coba tengok thu imbas ppkm perpanjang bnyk rakyat menjerit,1
maaf vidio nya tonton baca baca komen ,1
maaf hrs bkrja klwrga butuh makan kan,1
semua prokes patuhi tpi hasil nya  solusi blum pakai  anggaran nya tes nya,1
ppkm ko level emngnya bon cabe,1
aku susah makan pa bapa paham ,1
wong seng wes ilang jowone y ngene iki,1
sampe pidato baca teks terosss ,1
pak knp istilah nya yg diganti knp gak orang pejabatnya yg diganti berkaca negeri biar pejabat gagal mengundurkan diri malu kalo udh gagal tp antepin aja,0
wahhhh kaya ayam geprek sampe level varian pake toping strowbery gak capek gini kerja negri susah,1
jujur yasebelum ppkm viraldi daerah orang adaptasi berbaur selam coviddan kabar berita covid iniseperti yg mencekamini hadir solusi ppkm di saat mengenal covidkhususnya sayasemua normal biasaapa maksutnya allah gustijgn lahcukup sandiwara inihentikan drama covidlihat singapuranegara gak peduli dgn covid hariberbaur dgn covid mengimun sendiriindonesiaku gini,1
mundur saja dulu kerja kerja kerja sekarang nganggur nganggur nganggur,1
kalo masarakat biasa tdk makan tdk duk kursi yg mewah siksa masarakat,0
dari ga suka tu orang mending pa prabowo prajurit abdi negara dia perusahaan dimana mana dan melindungi rakyatnya karna prajurit didik keras disiplin banget,1
ppkm di perpanjang sampai matahari terbit dari barat,1
manusia dholim ngapain dukung lagi cepat turun jabatanya,1
bpk tolong pak gk kerja anak udah ninggalin saya butuh modl,1
bosen muter disitu aja kali coba vaksin karya anak bangsa,1
jokowir udh tuwir wktunya tobat udh bkin rakyat menderita  jngan ola olo mulu ngasih kebijakan bijak ,1
kawal covid ketatbantuan yg nya kwal ketat jugabegitu narkoba yg berkmbangharus kawal ketat jugalebih perhatikan rakyat bawahbiar gk ad rakyat yg menjerit,0
ppkm lg aja d kasi mkn ister anak,1
lanjutkan ppkm lah pasrah dgn keputusan yg buat menyiksa pak nya sehat ppkm bikin sakit,1
jika rakyat indonesia sma pandemi covid cepat berakhir kenyataan nya,1
manusia yg cari tunggu ada beliau perhatikan kelakuan kalian beliau orang yg sangka kira beliau hidup sulit kesulitan susah kesusahan tapi beliau tenang mengatur segalanya angirbair api beserta isi yg jagad,0
setidaknya sejarah punya presiden yang udh ya ckup priode aja ,1
skali yg mati autopsi bos bnr mati kena kopit bkn,0
saya blt aja disunat mo rmh aja,1
ppkm darurat  mengurangi kasus covid salah menambah jumblah kemiskinan benar,1
assalamualaikum bapak ibu sebanteng dan setanah air,1
kaya kreditcicill php in rakyat dgn ppkm minggu minggu d perpanjang syarakyat sya merasakan efek dr ppkm suami sya kerja kena phk nyari kerjaan lgi susah karna ppkm ini aturan pejalan yg menyusahkan rakyat,1
ya allah angkat tangan aja kasihan rakyat yg sdh menderita mati krn kekurangan gizi,0
lanjutkan pak lanjutkan kebijakan sengsara coba pikirkan perut mencari sesuap nasi makan ini,1
memperpanjang ppkm kenyang rakyat mu makan bg pegawai negri gajian rakyat makan bantuan bpk gak pikirkan rakyat,1
wes mbuh sak karepmu rakyat mkin sengsara,1
rakyatmu mati alon mok atur ngono,1
hati hati bro yg komentarkritik  sayang,0
keputusan solusi yg kaya kaya peluang penggelapan dana itu yg susah melarat cari makan susah iming bantuan cair tangan penerima tinggal ,0
sukses jokowi yg trhormat cobalah lihat gimana nasipnya rakyak pak jangan lihat covid melulu cobalah lihat gimana nasip rakyat yg kecil,0
sekali cek masyarakat miskin gara covid ini pengangguran usaha bangkrut jamin covid nya efek besar peningkatan angka kemiskinan ketimbang penyebaran covid penyakit dicari cari swab orang bertambah terpapar coba cek orang pusing panas dingin akibat gak uang ketimbang covid,1
keluarga dikasih makan pak kalo gak kerja,1
ya allah mudahan pandemi cepat berlalu aamiin yra,1
iya ppkm smpe rakyat mu miskin dan pinjamkan negara mata sipit,1
langsung sampai januari pak biar sekalian gak ada perpanjangan,1
demi kesejahteraan mari ikuti perintah nya,1
dunia udh hancur karena kaya kaya miskin miskinmybe meninggl karna virs karna kelaparan,1
banyak rakyat kelaparan akibat kebijakn yg lebay mundur,0
beri pekerjaan x kena phk dampak ppkm,1
 udah ga percaya pemerintah anggota dewan sblm badan ngomong ngapa ini salam dislike,1
psbb ganti ppkm corona ganti covid tpi biyang nya covid dri cina masuk mulu anjim giliran peribumi kekang kaya bantuan aka dri pemerintah tpi bansos tpi korup belom ketangkep lgi yg korup nya,0
mudahan corona cepat hilang  malu gue beban kelurga ga kerja,1
ntr aja d perpanjang lg nyicil,1
banyak yang dislike ya mungkin kepercayaan masyarakat sudah hilang kepada pemerintah ,1
masyarakt butuh jajan anak nahan lapar ank tdk menahan lapar,1
upload youtube uang receh nih video,1
klo jokowi nasionalisme mundur keselamatan rakyat bangsa stop permainan janji,1
wahai pemangku kekuasaan bayar warga pajak  lalu trs ppkm nasib ,1
warga indonesia  pekerja negara darurat dibodohi penyakit china ,1
pejabat mah enak duduk bayar rakyat mu gak kerja makan,1
aku gagal nikah pengin tau kenapaaaa critanyaaaa tim covid pentingkan priksaaaaa tau asli data yg covidengga nyaaa okeh pakk dengerin rakyat pak kota kumpul breng surgaa nya allah,0
pemerintah lah melarang tp gx ngasih solusi,1
yg kaya ppkm ppkm yg miskin kelaparan,0
pemerintah sakit sipit lo biar kn masuk sipit gila masuk mudah lebih bagus mundur segera pemerintah gk tau kalo rakyat ny dh mual bohongin gila yg bawak virus ko terussan kasik masuk pemerintah gagal mundur,0
ra ngurus ppkm jokk ndasku cumpleng ra gablek duwit mergo gawean ku tutup anjirr,1
halo indonesiaku apakah negrimu hancur perlahan bertahan kami gak tenang bapak krna gak bis kerja bukan memulihkan tapj kesakitan bapak,1
nyesel gak nyesel gak nyesel gak di remote sadaradara kwkekwkwkkwkwkwkwkwkwkwkwkkwkwke baca apaapaan buzzer,1
yang kaya makin kaya  miskin makin miskin ini mah,1
cara mengatasi coba saran pak mundur sbg kepala negara insya alloh indonesia makmur,1
assalamualaikumpak salam anak rantau malaysia mintak tolong orang malaysia suruhpulang indonesia kerja malaysia suruh pulang indonesia tetep semangat tetep semangat indonesia jokowi,1
rakyat indonesia soyo sui kere ngene iki ko,1
udah gk respek ama presidennn turunkann,1
ppkm pelan pelan kamu rakyat kecil mati smangat rakyat indonesia,1
mirik jok gimana nasibnya orang miskin,1
saya bangga jd orang bhs inggris faham,1
gaji pejabat selam bln berani gak alokasikan rakyat persenya,1
pak g dikasih bansos ama rt saya data apus,1
kuawkakakakakaka ikimj ngono pinokio dudu petruk,1
belum puaskah jokowidodo yg terhormat mmbuat rakyat mnderita tpi jgaa mmbunuh rakyat secra perlahan dgan aturan vaksinasi kpan mmbuat rakyatnya menderitasengsara kelaparan lma makan manusia,0
aku bingung pusing tapi apa hanya rakyat jelata,1
la ko tambh parah sabar kebanyakan sabar orang mati gk makan,1
bpak yg terhormat lapar klo ppkm trus menerus,0
tayangan dikonsumsi publik dikhawatirkan menimbulkan kegaduhan nusantara kami lapar ,1
kapan sihh azab nya penipu rakyatt azab orang zolim ya allah,1
gmn bapa ajabendera aja boonganapalagi omongan,1
kalau mau membendung covid yg di tutup jalan keluar masuk kota bukan jalan dalam kota sebab kebijakan yg bagus disalahgunakan cukup dengan tidak adanya aktivitas keluar masuk kota dan jalankan prokesinsya allah  covid meredarakyat jd bandel gara gara kebijakan yg tidak tepat sasaran ayolah gotong royong untuk indonesia abaikan dulu kepentingan pribadi rakyat sdh bnyak menderita,0
gw kesini dislike doang ga gw dengerin palagi gw tonton,1
hey jan gitu coba deh mikir inikan keselamatan covid parah banget emg pikir indo mudah atur pulau pikir mudah atur mikir emg yg kena covid salah nya jokowi apa itu salah jokowi yg ga jaga knp jokowi yg salahkan,0
terserah bagiaammulah ppkm kahh intinya corona kiamat gak berenti  bahkan pembalasan corona tetep percaya gw,1
kita skrng udh gk takut covid pak yg takutin anak istri gk mkn,0
ga diperpanjang tolong diperhatikan pendapatan usaha karyawan efek dr ppkm sudah rt rt domisili usaha ditempat tinggal solusi sebelumnya ga merasakan sedahsyat efek sekarang ini,1
rakyat mkn klo ngk kerja pak,1
kalimat pemerintah selamat berhasil rakyat sengsara tanggung kelak d akhirat ya bawa nama allah,1
kalo gak makan yg sabar ya,0
coba diliat rakyatnya menerima ppkm gak maen ambil tindakan aja,1
aku sbg ojol berserah aja hidup matiku krn allah,1
hadeh pemikirannya gmn sih keselamatan masyarakat dibebasin gitu indonesi baik saja percaya perlindungan kaluar ppkm takut kumpul dimasjid bilangnya smoga dilindungi allah kemasjid dilarang mikir pakek otak,1
aturan trs dibesarkntp gk da solusia mau ppkmpsbblockdown apalah namanyasama aja gk ilang virusorang yg masuk rumah sakit dicovid kn,0
sampe corona nya ilang kalo nunggu orang sembuh corona ga habis nya lama,1
mana nih doloe yg sorak sorak pilih dia wkwkw skrng diem rasain,0
tai lah nunggu mtk aja habis ppkm,1
sak karepmu pak aku wes kesel,1
aturan yg presiden sungguh nyengsarain rakyat kecill yg penghasilannya harian jd pusing cari bt nutup kebutuhan sehari hari presiden pejabat laennya mah enak gaji tunjangan uang rakyat,0
selamat covid iyaaaa tapi mati kelaparan si coklat gusur pedagang kecil si abu sm si loreng gak bosqu,1
pak diperpanjang kaya gini gaakan habisnya tanda adalah jaman beres psbb mall dibuka wisata dibuka pasar dibuka sekolah gadibuka pak apa covid sekolah dampak nya pak pelajar aja malas mencari soal ulangan nyontek google gaada tantangan pak semoga dengar umur baik,1
djoko syakit nya parah nih tbt kolonial times ago kl kek gini gen zalfa dsb sbg penurus fix terintimidasi yahh namanya pki hati nurani hanya yg yakini judgement semesta salah alamat selamat menikmati future times,0
t e r s e r ah ppkm darurat instalasi gawat darurat ga perduli,1
bikin peraturan sih gppcmn fikir efek nya jga klo ekonomi menurun drastiskalo bpk enak duduk rumah jga yg bayar nah kita gmn tanggung smua biaya masyarakat klo ngadain ppkm,0
lumayan ppkm darurat susah ekonomi susah makan  lumayan ngurangin masyarakat indonesia ku tercinta ini rakyat nya berkurang akibat kematian kelaperan lambung bermasalah karna virus covid nya ,1
kalau kasih makan ya lo pa ga kasih makan mati covid tp mati engap memakai masker,1
saya jual ginjal pak tahan himpitan ekonomi  kopit pkh dan beras sekarang udah tahun gak ada isinya atm pk saya,1
mau peraturan apapun sbg warga yg sih aja pak ppkm brp nurut sm pemerintah asal biaya hidup juga ditanggung sama pemerintah,0
kalo berhenti bayar pajak em gmana ya,1
cari makan mahh susah rakyat susah cari kerjaan susah nyari nafakah,1
ku menangis betapa kejamnya dirimu atas diriku lirik lagu guys,1
yang tagih solusi  tapi gitu gitu aja  ,1
bazzer bazzer gua takut bazzer main kroyokan snjta nya centimen bawa islam teroris habib rizig kadrun,1
berikan kami berita yg kami tunggu kabar baik kalau hanya hal semacam ini saja sebaiknya masukanlah dlm dokumentasi pribadi kami cuma butuh kabar baik bukan perketatan yg dibuat berjilidjilid dan berentetan seasonnya,0
udahlah wakberentikan aja itu dana nya pasti kelar copid nya,1
pak jokowi bansos covid keluarga meninggal dihapus bapak kena covid meninggal dunia bantu keluarga sekali,1
ajorrrrrr yang tertipkan kerumunan pedagang barang ambil tertipkan anak buahnya,1
yg baca alquran fahamsama yg skrng menjudge menjelekkan ya allah berfirman bila negara pimpin pemimpin beserta wakilnya anak buahnya negara hancurkan allah swt itu gk percaya coba buka baca alquran lagi kita dizaman dimana nabi katakan zaman dimana manusia terburuk yg ada zaman itu yg paham agama mengerti allah swt tandaseharusnya bergerak berubah sebelum terlambat,0
saya jokowiasal masyarakatnya dicukupi kebutuhan harinyayg hutangpunya angsuran dilunasi dll,1
yang milih kecewa berat alhamdulillah kemarin memilih nya,1
kalo gakbisa memenuhi kebutuhan rakyat ya gausah diadakan ppkm levelan,1
kayanya enak dibilang covid alibi baru varian baru,1
bapak enak tinggal ngoceh rakyat yanggg khilangan pekerjaannya pemerintah tangung kann nggga sayaa yangg ngerasain gmana ngga enaknya ngga pkerjaann garaa ppkm,1
keputusan bp sapa partai apa memasukan data pikiran bp pernahkah bp survey langsung lihat rasakan langsung kemana kehilangan jokowi yg mula sependapat dg bp dg bambu runcing lawan penjajah dulu ppkm serasa ditindas polisitibumcamat gubernur melindungi kami,0
namanya refolusi mental ya  untung q gk nyoblos smpean de de hormati agama klo islam y islam gk pake hotisu opo iku assalamualaim cukup atur non muslim karna yahudi gk diam kalo umat islam tenang,1
kemiskinan rakyat n kebodohan anak d perpanjang,1
di paksa sehat di negri yang sakit,1
tai kucingcovid ilang nya tar kalo udah deket pilkadapileg  pilpresgw jamin,1
terserah kau gimanagara gara kau kena marah mamakku gara gara ngasih uang bulanan sedikit biasa kasih banyk skrang separoh gara gara kerja ku sehari kerja sehari kaga  tega ya kau ,1
mudahan pemerintahan yg dzolim kasih ajab allah amin dislike aja vidio ni ngab,0
rakyat  oke siappp rakyat  solusi dampaknya gmn dijamin nih perut kita,1
kebijakan makinnn makinnnn aneh aneh aja m,1
keadilan sosial rakyat kelas  dasar pemerintah jahannammm,1
covid sebenernya bahaya membunuh tapi bahaya mematikan ppkm berteriak kelaparan kesakitan kepala memikirkan bayar hutang,1
tersirat lelah kekecewaan yg wajah mu pak ya allah beliau kesehatan batas terima kasih pak de mu sdh terbukti utk negeri ini,0
ppkm sih ppkm rakyat bantu pak kasian orang orang yg berjuang mencari rupiah,1
ngomong covid smua hedehh liat noh negri pas euro  full stadion tmpa protokol kesehatan intinya covid sdh dri jaman dlu  kemakan omongan ajah dri mulut mulut klo udah bahaya orangpada mati jalan in orang mati rmah sakit pertanyaannya rumah sakit cok ,1
indonesia pancasila gk lagi rakyat menderita yg covid jadikan bisnis menari nari penderitaan rakyat kecil indonesia kaco pemimpin yg gk karuan memikirkan kepentingan gk rakyat kesusahan betapa sulitnya cari makan,0
gpp ppkm cukupi kebutuhan masyarakat mujangan omong doang masyarakat mengikuti aturan negaranamun negara mencukupi kebutuhan masyarakat kata gak cukupdengan ppkm menghilangkan wabah masyarakatmu yg miskintidak makanjangan sandiwara,1
saya kesini tanya masih urat malu tolong turun jabata,1
gila warkop gw buka  ngopi aja serasa nyabu fuck  pendapatan  gausah ,1
ga omong butuh makan cari duit buatan manusia aja jgn d besarin cina indonesia yg parah bgt lengser udah ga pantes mimpin negara pemimpin negara kerjnya kaya kerja d walikota or gubernur pemimpin negara liat jeritan rakyat,1
ppkm  pak presiden kapan mundur,1
kopit bikin orang gak berfikir jernih logis,1
ppkm diperpanjang tpi bantuan sosial gk tau kemana nyangkutnya terdampak covid tpi tam dpt bantuan apa bantuan adil merata tpi mna buktinya dpt bantuan ea orang yg gk dpt jg gk dapat keadilannya kaya kaya yg miskin kyak sya melarat gk pengeluaran banyak,0
go to the hell orang korupsi pandemi,1
sek melarat mati kelaparan sek sugeh mati covidkan baguss ,1
kagok min taun sekalin ppkm nya,1
lihatlah masyrakat kita tergusur teraniaya gara corona diam tindas melawan penjara,1
kumaha bapak weh lahh lierrr da bapak mah teu ngarasa hese duit hese dahar hese sareeee,1
presiden yg suka ngutang dan tidak mau bayar hutang,0
asalamualaikum bapa jokowi terhormat ppkm darurat ini susah makan eh malah bpnt cabut mau makan keluargaku usaha nggak punya kuli buruh mohon kebijakan  wasalammualaikum,1
terus perpanjang ppkm nya habis jabatan presiden,1
mantap ya  rakyatnya dilarang cari nafkah tpi solusi ,1
bpk sya rakyaaaattt bpkkkk ribu sampek dimanaaaa suuh mkn angin biar kembung klk sampek blm dapet yg namanya bantuan pemerintah mehimbau tolong bpk ku pembangun berita media covit ini masarakat suguhintayanaganyg membikin rakyat ketakutan apdet kayak pemilu penyakit sebar luaskan anehhhhh,0
semoga allah secepatnya mencabut nyawa pemimpin yg dzolim aamiin,0
gk butuh bantuan apa ppkm jgn perpanjang,1
selamat pak siap anda di ppkm diakhirat,1
pak sumpah mu duluyg kepala mu quranpak sudahi inikmi memilih perut takut koronapak dengar kn suara ini,1
hidup cina  hidup cina  hidup cina,1
gak ngoros aturan gk mati perlahan,1
malaysia singapura hongkong suruh pulang indonesia jokowi maaf,1
pasal ayat  uu  bunyinya selama karantina wilayah kebutuhan hidup dasar orang makanan hewan ternak wilayah karantina tanggung pemerintah pusat,1
bismillah indonesia cepat bangkit pandemi semoga orang bekerjasama ya cepat berakhir dari emak bayi rumah insecure waswas,1
mumet mumet bayar setoran ora ono penghasilan meneh ki luurs koyo meh ngei duet wae pak    meh utang tonggone yo podo wae rak due duet kabeeh rak gablek duet seng jek utuh duite yo seng kerjo bayar negoro gowo duet pajak seng roto roto raiso kerjo wayah koyongene,1
pak presiden pemimpin membohongi rakyatt smoga dosa jariyahhh nyusahin rakyat banyakkk bukan cuman  orang tapi juta annn,1
ppkm  pelan pelan kita mati ,1
mari tetep disiplin protokol kesehatansmoga pandemi covid berlalu,1
pak tolong berikan saya uang miliar buat pindah kewarganegaraan ke kanada saya bosen hidup mlarat di negeri ini,1
insya allah sbagai rakyat mentaati peraturan berlakutp tolong tindak dengan tegas pihak rumah sakit sudah memikirkan kesembuhan pasiennyahanya memanfaatkan covid ladang duitjangan liat data data ubah tp liat fakta lapangan penyimpangan contoh nyatamana pasien penyakit strokedi periksa aja belumci cek aja belumturun mobil belumkenapa sudah di suruh tanda tangan bahwa pasien positive covid jawabannya terima dr rumah sakit  mao sukurga mao ya udahterpaksa pulang bertaruh nyawa,1
asalamualaikum wiyono alamat desa semplo palimanan cirebon jawa barat mohon bantuan nya bpk presiden krn sya dpat bantuan apa dri pemerintah dlu sya bansosrb bulan tpi semenjak tdk dpat lgi pdahal bansos udah turun tpi nama sya tdak nya d desa bantuan benar adil yg udah dpat pkhumkm tpi bansos dapat salah faktor apa persyaratan dri desa sya lampirkan dn daftarkan sampe pinjam uang k tetangga tpi nihil sya sakit hati adil d desa saya kasih nkri,0
mundur aja bung mudoratnya ketimbang manfaat kerakyat,1
ppkm pilihan mu haaaa salam priode,1
tahun ngojek sehari msih bsa rb kotor rata hari tahun ngojek sehari rbrb kotor  malah utang yg jdi sulitnya cari pemasukan ,0
ppkm darurat lepas covid   lepas kelaparan miskin,1
para masyarakat nya gak brani disevut,1
memulihkan nya stop berita covid lupakan,1
burung aja makan sarang lgi manusi klo ga kerja dri mnh dpet makan bisa mati kelaparan rakyat,1
klau sekoh tatap muka segra buka pk da jenu,1
ppkm para pemilihmu kini menyesal dzulhijjah hijriyah,1
seru deh nonton perbandingan like dislikenya yg gak suka menang yah kemarin ahh dasar tau berterima kasih,0
tolonglah ppkm ditinjau matang matang membatasi mobilitasi jalan jalan ditutup tpi smua orang dampaknya titik macet dimana mana macet parah trus mksdnya ppkm menekan penularan covid yg bagaimana,0
di channel pembahasan pemerintah ppkm dislike mayoritas tetep aja gak sadar buta mata semua soan peduli rakyat tp kepedulian dipandang sebelah mata,1
ppkm gw setuju tolong rakyat kecil pikirin kerjanya dagang butuh rumah nyari makan aturan covid menjalar dilarang rumah saya setuju pak setuju memikirkan rakyat kecil bergantung hidupnya dagang kerja luar mereka makan apa astaga,1
selamat makan kepada masyarakat pekerja swasta utamakan tertib pajak biar korupsi ini tuntas,1
kalaw udh saat nya mati ya mati,1
gua jokowi putuskan untuk berhenti presdien merdeka ni indonesia,1
terus we ppkm hayoh mati karna kopid karna kelaparan dibunuh disiksa sampe gila karna ga bayar hutang kebutuhan keperluan,1
 maaf lo tenang takut kopid saya taku makan keluarga,1
pak sabar ya walaupun komennya jelek semangat,1
perpanjang perpanjang kayak surat surat motor aja,1
berdoa  semoga pemimpin pemimpin dzalim azab setimpal ,1
untuk ppkm nie selesai tdk lg yg nma ppkm nie covid udh pergi warga dki jakarta bebas dri rmh mencari kerjaan mencari mkn ppkm covid kta close smpe nie,1
p  pemutus p  penghasilan k  kebutuhan m  masyarakat,1
sayang kalo ppkm perpajang anak anak skolah orang tua nya menderita gmna maju negri klo trus kpn maju nya anak anak negri sekolah tutup usaha susah pa ,1
amin indonesia sehat waktu tuhan sllu tepat tuhan berkati pemerintahan indonesia tuhan berkati pakde amin,1
